cefr_a,cefr_b,level_distance,level_dist_weight,threshold_used,needs_screening,source_a,source_b,text_a,text_b,similarity,score,avg_word_len_delta,ttr_delta,num_words_delta
B1,B2,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Virgin purchased eighty percent of the team , as part of sponsorship arrangement .","Virgin purchased twenty percent of the team , as part of sponsorship arrangement .",0.9072,0.9072,0.0,0.0,0.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Each state of India has an organization that manages panchayat towns .,Each Indian state has its own management directorate for panchayat towns .,0.9066,0.9066,0.364,0.0,0.0
A1,B2,3,1.4,0.55,low_sim_for_dist,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"She died on June 9 , 2014 , at the age of 103 .",She died on 13 February 2019 in Rome from lymphoma at the age of 79 .,0.6476,0.9066,0.875,0.0,4.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Short 's unsolved murder and the details surrounding it have had caused many theories and public speculation .,"Short 's unsolved murder and the details surrounding it have had a lasting cultural intrigue , generating various theories and public speculation .",0.9066,0.9066,0.457,0.011,4.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The movement of snakes in trees has only recently been studied .,The movement of snakes in arboreal habitats has only recently been studied .,0.9066,0.9066,0.523,0.0,1.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,TUTTs sometimes bring a large amount of vertical wind shear over tropical disturbances and cyclones so TUTTs can reduce cyclone development .,TUTTs sometimes brings a large amount of vertical wind shear over tropical disturbances in the deep tropics and cyclones and thus hinder their development .,0.9066,0.9066,0.208,0.006,3.0
A1,C1,4,1.6,0.55,low_sim_for_dist,UniversalCEFR/elg_cefr_en,UniversalCEFR/elg_cefr_en,"Brian and some other people were with Mike. 'There was some glass on the beach - I didn't see it,' Mike said. 'He's going to the doctor,' Brian said to Janelle. Then he looked at Nick.
'You can go - we don't want you here,' he said. Nick started to answer angrily, but Janelle put her hand on his arm. 'I'm sorry about your foot, Mike,' he said. Mike smiled. 'Thanks, Nick. I know that.' After Mike's accident Brian didn't talk to Nick. Nick was right. That evening his father was not happy. You're asking us for money,' he said. 'Only the money for the plane to Australia, Dad. I have eight hundred pounds in the bank, and I can win the prize money from the competition this weekend  that's a thousand pounds - I'll have one thousand, eight hundred .'I don't know about this, Nick,' his father said. 'I'll talk to your mother about it.'  The day of the surfing competition was hot and sunny. In the morning all the surfers tried to catch the good waves. The judges watched from the beach. Nick and Brian surfed well all morning. Nick did not have time to talk to Janelle in the morning but she waited for him before the afternoon competition. 'You're doing well,' she said. There are only four very good surfers in the competition and you're number two, after Brian. Good luck!'In the afternoon the waves were very big but Nick was a strong swimmer. 
","The journey from our town to the capital was a journey of about five hours. When I arrived at Mr Jaggers's office the clerk told me that he was in court, and that he had left word I should wait in
his room. He led me to a dark room. After I had waited for a long time Mr Jaggers arrived.
Many people, men and women, who had been waiting for him outside the office, made a rush at him. He addressed himself to two of the men.
'Now, I have nothing to say to you,' said Mr Jaggers, pointing his finger at them. 'I want to know no more than I know. As to the result, it could go either way. I told you that from the start. Have you paid Wemmick?'
'Yes, sir,' said both the men together.
'Very well; then you may go. Now, I won't have it!' said Mr Jaggers, waving his hand at them to put them behind him. 'If you say a word to me, I'll throw up the case.'
'We thought, Mr Jaggers -' one of the men began, pulling off his hat.
'That's what I told you not to do,' said Mr Jaggers. 'You thought! I think for you; that's enough for you. If I want you, I know where to find you; I don't want you to find me. Now I won't have it. I won't hear a word.' 
The two men looked at one another as Mr Jaggers waved them behind him, and fell back and were heard no more.
",0.5664,0.9063,0.632,0.025,13.0
A1,C1,4,1.6,0.55,low_sim_for_dist,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died on 6 January 2015 , aged 82 .",He died in 2001 of a pulmonary embolism .,0.5663,0.9062,0.2,0.0,2.0
A2,B2,2,1.2,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The ball is made of plastic .,The modern outdoor polo ball is made of a high-impact plastic .,0.7551,0.9062,0.5,0.0,6.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,It is made by heating barium oxide .,Barium oxide is made by heating barium carbonate .,0.9055,0.9055,1.125,0.125,1.0
B1,B2,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,It was supposed that he possessed a healing power against snakebites .,It was supposed that he possessed a spiritual healing power against snake bites .,0.9049,0.9049,0.119,0.0,2.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"The median income for a household in the county was $ 64,294 .","According to the 2010 census , the median income for a household in the county was $ 36,363 , and the median income for a family was $ 41,381 .",0.9049,0.9049,0.027,0.264,12.0
B1,C1,2,1.2,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,A few species live in waters where there is very little food available .,A few species that live in waters where the supply of food particles is very poor prey on crustaceans and other small animals .,0.7541,0.9049,0.017,0.0,10.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,There are few flora and fauna due to the harsh climate .,Flora and fauna are relatively scarce due to the harsh climate .,0.9048,0.9048,0.727,0.0,0.0
A1,C1,4,1.6,0.55,low_sim_for_dist,UniversalCEFR/elg_cefr_en,UniversalCEFR/elg_cefr_en,"It was a hot Saturday in early July. The water and sky were blue in the afternoon sun and there were some big waves for the surfers. A lot of them were in the sea. Nick was there, too. He sat on his surfboard and waited for a good wave. A big wave came - Nick started to swim strongly. His board moved quickly with the wave and Nick stood up on it. He was a very  good surfer. 
There were some Australians on the beach. They were there for the surf . . . and for the big surfing competition at the beach in a week's time. One of them was a tall girl with long dark hair - Janelle. She was from Queensland. She watched Nick and then looked at one of the boys with her. Mike smiled. 'He's very good, and that's a strong wave. It'll be difficult to beat him in the competition.' The second boy, Brian, was small with long hair and cold blue eyes. Janelle was his girlfriend.
'We can beat him easily,' Brian said. 'He's only good because he knows the beach here. I can surf well on any beach. I want to catch some waves.' He walked down to the sea. 'I don't want to go in the water now,' Janelle said. 'Let's go and have a drink at the caf,.' Brian sat on his surfboard and watched Nick in the water. 'Mike and Janelle are wrong,' he thought. 'He's not very good.'
","Duffy, the gardener's boy, had seen Rosanna half an hour before, running towards the sea. 'Come with me, Duffy,' said Cuff. 'And you, Mr Betteredge, stay here till I come back.' They hurried off
towards the Shivering Sand, but not long afterwards Duffy came running back. I had to send one of Rosanna's shoes quickly. 
I sent him back to say I would follow with the shoe. Fifteen minutes later, I reached the shore. Dark clouds were rushing low overhead. The sea was thundering at the mouth of the bay, sending great waves rolling in over the sand. Cuff was alone on the beach. Hearing me approach behind him, he
turned. There was a look of horror in his eyes. He grabbed the shoe out of my hand and placed it in a footmark in the sand. It fitted exactly.
We followed the footprints to the mouth of the bay. They went into the water at a place where the rocks and the sand joined. Seconds earlier the rising tide had wiped them out. We looked everywhere for footsteps coming back towards land until the rising water forced us to stop. 
Cuff stared out over the waters rushing in deeper and deeper over the whole face of the quicksand. There was a look of defeat on his face. 'A fatal accident has happened to her on those rocks,' he said. I could no longer feel the driving rain, all I could hear was her telling me that the sands seemed to be pulling her to a watery grave.
",0.5655,0.9048,0.289,0.114,12.0
A2,B1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The speech lasted 43 minutes and 2 seconds and had 4931 words .,"The speech lasted approximately 40 minutes and consisted of 4,955 words .",0.9048,0.9048,1.222,0.111,0.0
A1,B2,3,1.4,0.55,low_sim_for_dist,UniversalCEFR/elg_cefr_en,UniversalCEFR/elg_cefr_en,"Saturday, Tom and Becky walked and played in the cave. Then they stopped near some  water. ""What time is it?"" Becky asked. ""I don't know,"" Tom said. ""Let's go back now.""
The two children walked and walked. But they didn't find the door to the cave. Becky was afraid. She wanted to sit down and eat. ""Maybe they're looking for us now,"" she said. ""Here's some food,"" Tom said. ""Eat this and wait here .
 I'm going to look for the door."" Tom walked and walked. But he didn't find the cave door. Suddenly, there was a man near him. Tom was afraid, but he stayed quiet. He looked at the man. It was Injun Joe!
Tom was very afraid and he made a noise. Injun Joe went away quickly. Tom went back to Becky, but he didn't talk to her about Injun Joe. They were in the cave for three days. Tuesday, Becky didn't want to walk. Again Tom said, ""Stay here. I'm going to look for the door."" This time he went to a new place. There was light there. He went to the light. It came from a small door in the cave. Tom went out of the cave. Then he went back to Becky. ""Come with me,"" he said. ""We can go out of the cave now."" Tom and Becky went out of the cave. They were very happy. They went to the river and waited there. Some men in a small boat came to them. 
","Ma's breath caught in her throat. Pa said softly, ""Did you kill him?""
""I don't know,"" Tom said. ""I hope so."" 
""Tom!"" Ma said.
""Oh, you have to know. Casy came out here with other fellows to get five cents. But then they changed it to two and a half cents.""
""A fellow can't eat on that.""
""And then the pickers went on strike. And now the cops killed Casy.""
""Well, we need to get to work."" Ma looked sadly at Tom. ""Rosasharn will stay with you. We'll tell them that you're sick today.""
The family went to work. Tom finally fell asleep. His sister watched him and the door.
As the sun began to set, Ma came back to the house. She carefully built a fire in one end of the stove and filled a pot with water and put it over the flame.
""How was picking today?"" Tom asked.
Ma took a cup of dried corn pieces out of a bag. ""I don't want to talk about it,"" she said.
Pa and Al and Uncle John and the children came into the house. Al looked at Ma and said, ""Is that all we get after working until dark?""
""Al, you know we have to go. It will take all of the money we have for gas.""
""But, Ma, a fellow needs meat if he's going to work.""
""Just sit,"" she said.
They all sat down to their small dinners and coffee. Pa said, ""They dropped the price like you said, Tom. Two and a half cents.""
Uncle John said, ""They say there are two hundred more men coming tonight."" 
",0.6461,0.9045,0.047,0.144,22.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The important material of a given era is often its defining point .,The material of choice of a given era is often a defining point .,0.9045,0.9045,0.577,0.154,1.0
B1,C1,2,1.2,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"In many countries where FGM is common , almost every woman and girl in the country has had FGM .","FGM may place women at higher risk of problems during pregnancy and childbirth , which are more common with the more extensive FGM procedures .",0.7537,0.9045,0.92,0.024,5.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Some species of algae form symbiotic relationships with other organisms .,Algae have evolved a number of symbiotic partnerships with other organisms .,0.9045,0.9045,0.382,0.0,1.0
A2,B1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The room started to shake .,Suddenly the room began to shake violently .,0.9043,0.9043,0.943,0.0,2.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Bald eagles become adults when they are four or five years old .,Bald eagles are sexually mature at four or five years of age .,0.9042,0.9042,0.167,0.0,0.0
B1,B2,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Blankets may also be used on the ground for a picnic or other places where people want to sit without their clothing getting dirty or wet .,Blankets may be spread on the ground for a picnic or where people want to sit in a grassy or muddy area without soiling their clothing .,0.9042,0.9042,0.115,0.038,0.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Now , the village and base 's combined population is about 4,500 .","Today , the village and base 's combined population numbers approximately 5,400 .",0.9042,0.9042,1.5,0.0,0.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Determining what records have enduring value is not always easy .,Determining what records have enduring value can be challenging .,0.9041,0.9041,0.711,0.0,1.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The collection includes some of the prefecture 's most important cultural assets and works by artists with some connection to the region .,The museum 's art includes some of the prefecture 's most important cultural assets and works by artists with some connection to the region .,0.904,0.904,0.432,0.03,2.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The purpose of classification is to protect information .,The purpose of classification is to protect information from being used to damage or cause danger to national security .,0.9037,0.9037,0.737,0.105,11.0
A2,B1,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"In March 2011 , the band announced they would take a break .","In March 2011 , the band annoucned they would take a break .",0.9035,0.9035,0.0,0.0,0.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,It is hard to find the shape of the minimal surface bounded by some arbitrary shaped frame using just mathematics .,To find the shape of the minimal surface bounded by some arbitrary shaped frame using strictly mathematical means can be a daunting task .,0.9034,0.9034,0.257,0.007,3.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The industry of the town was first based on the large amount of fruit growing in the area .,The industry of the town was initially tied to the abundant fruit growing operation .,0.9034,0.9034,1.0,0.079,4.0
